Departamento,Municipio,Codigo DANE,TipoHdr,Año,production
Tolima,Melgar,73504,CRUDO,2019,NA
Tolima,Ortega,73504,GAS,2012,695914
Tolima,Ortega,73504,GAS,2013,NA
Tolima,Ortega,73504,GAS,2014,64318
Tolima,Ortega,73504,GAS,2015,124091
Tolima,Ortega,73504,GAS,2016,NA
Tolima,Ortega,73504,GAS,2017,60626.64
Tolima,Ortega,73504,GAS,2018,102249.05
Tolima,Ortega,73504,GAS,2019,82042.7
Tolima,Ortega,73504,CRUDO,2012,820073
Tolima,Ortega,73504,CRUDO,2013,748263
Tolima,Ortega,73504,CRUDO,2014,642665
Tolima,Ortega,73504,CRUDO,2015,500607
Tolima,Ortega,73504,CRUDO,2016,NA
Tolima,Ortega,73504,CRUDO,2017,406920.65000000014
Tolima,Ortega,73504,CRUDO,2018,529875.2800000001
Tolima,Ortega,73504,CRUDO,2019,480004.01
Tolima,Ortega,73547,GAS,2012,NA
Tolima,Ortega,73547,GAS,2013,NA
Tolima,Ortega,73547,GAS,2014,NA
Tolima,Ortega,73547,GAS,2015,NA
Tolima,Ortega,73547,GAS,2016,NA
Tolima,Ortega,73547,GAS,2017,NA
Tolima,Ortega,73547,GAS,2018,NA
Tolima,Ortega,73547,GAS,2019,NA
Tolima,Ortega,73547,CRUDO,2012,NA
Tolima,Ortega,73547,CRUDO,2013,NA
Tolima,Ortega,73547,CRUDO,2014,NA
Tolima,Ortega,73547,CRUDO,2015,NA
Tolima,Ortega,73547,CRUDO,2016,NA
Tolima,Ortega,73547,CRUDO,2017,NA
Tolima,Ortega,73547,CRUDO,2018,NA
Tolima,Ortega,73547,CRUDO,2019,NA
Tolima,Piedras,73547,GAS,2012,1709879
Tolima,Piedras,73547,GAS,2013,1815912
Tolima,Piedras,73547,GAS,2014,1945094
Tolima,Piedras,73547,GAS,2015,1801210
Tolima,Piedras,73547,GAS,2016,1716340
Tolima,Piedras,73547,GAS,2017,1471189.9499999997
Tolima,Piedras,73547,GAS,2018,1240774.82
Tolima,Piedras,73547,GAS,2019,1549492.4899999993
Tolima,Piedras,73547,CRUDO,2012,754681
Tolima,Piedras,73547,CRUDO,2013,670160
Tolima,Piedras,73547,CRUDO,2014,722567
Tolima,Piedras,73547,CRUDO,2015,599231
Tolima,Piedras,73547,CRUDO,2016,481566
Tolima,Piedras,73547,CRUDO,2017,431402.78
Tolima,Piedras,73547,CRUDO,2018,373452.24999999994
Tolima,Piedras,73547,CRUDO,2019,331112.75
Tolima,Piedras,73563,GAS,2012,NA
Tolima,Piedras,73563,GAS,2013,NA
Tolima,Piedras,73563,GAS,2014,NA
Tolima,Piedras,73563,GAS,2015,NA
Tolima,Piedras,73563,GAS,2016,NA
Tolima,Piedras,73563,GAS,2017,NA
Tolima,Piedras,73563,GAS,2018,NA
Tolima,Piedras,73563,GAS,2019,NA
Tolima,Piedras,73563,CRUDO,2012,NA
Tolima,Piedras,73563,CRUDO,2013,NA
Tolima,Piedras,73563,CRUDO,2014,NA
Tolima,Piedras,73563,CRUDO,2015,NA
Tolima,Piedras,73563,CRUDO,2016,NA
Tolima,Piedras,73563,CRUDO,2017,NA
Tolima,Piedras,73563,CRUDO,2018,NA
Tolima,Piedras,73563,CRUDO,2019,NA
Tolima,Prado,73563,GAS,2012,NA
Tolima,Prado,73563,GAS,2013,NA
Tolima,Prado,73563,GAS,2014,NA
Tolima,Prado,73563,GAS,2015,2331
Tolima,Prado,73563,GAS,2016,4010
Tolima,Prado,73563,GAS,2017,6148.7699999999995
Tolima,Prado,73563,GAS,2018,34674.21000000001
Tolima,Prado,73563,GAS,2019,15633.769999999999
Tolima,Prado,73563,CRUDO,2012,50023
Tolima,Prado,73563,CRUDO,2013,48272
Tolima,Prado,73563,CRUDO,2014,22148
Tolima,Prado,73563,CRUDO,2015,15825
Tolima,Prado,73563,CRUDO,2016,61016
Tolima,Prado,73563,CRUDO,2017,44113.2
Tolima,Prado,73563,CRUDO,2018,43868.13
Tolima,Prado,73563,CRUDO,2019,39605.53999999999
Tolima,Prado,73585,GAS,2012,NA
Tolima,Prado,73585,GAS,2013,NA
Tolima,Prado,73585,GAS,2014,NA
Tolima,Prado,73585,GAS,2015,NA
Tolima,Prado,73585,GAS,2016,NA
Tolima,Prado,73585,GAS,2017,NA
Tolima,Prado,73585,GAS,2018,NA
Tolima,Prado,73585,GAS,2019,NA
Tolima,Prado,73585,CRUDO,2012,NA
Tolima,Prado,73585,CRUDO,2013,NA
Tolima,Prado,73585,CRUDO,2014,NA
Tolima,Prado,73585,CRUDO,2015,NA
Tolima,Prado,73585,CRUDO,2016,NA
Tolima,Prado,73585,CRUDO,2017,NA
Tolima,Prado,73585,CRUDO,2018,NA
Tolima,Prado,73585,CRUDO,2019,NA
Tolima,Purificación,73585,GAS,2012,NA
Tolima,Purificación,73585,GAS,2013,NA
Tolima,Purificación,73585,GAS,2014,437797
Tolima,Purificación,73585,GAS,2015,366720
Tolima,Purificación,73585,GAS,2016,96603
Tolima,Purificación,73585,GAS,2017,313805.1800000001
Tolima,Purificación,73585,GAS,2018,214803.21000000002
Tolima,Purificación,73585,GAS,2019,158161.89000000004
Tolima,Purificación,73585,CRUDO,2012,4357795
Tolima,Purificación,73585,CRUDO,2013,2880931
Tolima,Purificación,73585,CRUDO,2014,2038694
Tolima,Purificación,73585,CRUDO,2015,1575567
Tolima,Purificación,73585,CRUDO,2016,1178465
Tolima,Purificación,73585,CRUDO,2017,993999.6599999999
Tolima,Purificación,73585,CRUDO,2018,775576.28
Tolima,Purificación,73585,CRUDO,2019,626213.88
Tolima,Purificación,73678,GAS,2012,NA
Tolima,Purificación,73678,GAS,2013,NA
Tolima,Purificación,73678,GAS,2014,NA
Tolima,Purificación,73678,GAS,2015,NA
Tolima,Purificación,73678,GAS,2016,NA
Tolima,Purificación,73678,GAS,2017,NA
Tolima,Purificación,73678,GAS,2018,NA
Tolima,Purificación,73678,GAS,2019,NA
Tolima,Purificación,73678,CRUDO,2012,NA
Tolima,Purificación,73678,CRUDO,2013,NA
Tolima,Purificación,73678,CRUDO,2014,NA
Tolima,Purificación,73678,CRUDO,2015,NA
Tolima,Purificación,73678,CRUDO,2016,NA
Tolima,Purificación,73678,CRUDO,2017,NA
Tolima,Purificación,73678,CRUDO,2018,NA
Tolima,Purificación,73678,CRUDO,2019,NA
Tolima,San Luis,73678,GAS,2012,NA
Tolima,San Luis,73678,GAS,2013,NA
Tolima,San Luis,73678,GAS,2014,26
Tolima,San Luis,73678,GAS,2015,656
Tolima,San Luis,73678,GAS,2016,NA
Tolima,San Luis,73678,GAS,2017,19.76
Tolima,San Luis,73678,GAS,2018,18.6
Tolima,San Luis,73678,GAS,2019,29.86
Tolima,San Luis,73678,CRUDO,2012,720
Tolima,San Luis,73678,CRUDO,2013,818
Tolima,San Luis,73678,CRUDO,2014,652
Tolima,San Luis,73678,CRUDO,2015,1022
Tolima,San Luis,73678,CRUDO,2016,NA
Tolima,San Luis,73678,CRUDO,2017,560.3499999999999
Tolima,San Luis,73678,CRUDO,2018,1623.9099999999999
Tolima,San Luis,73678,CRUDO,2019,9676.85
Tolima,San Luis,73861,GAS,2012,NA
Tolima,San Luis,73861,GAS,2013,NA
Tolima,San Luis,73861,GAS,2014,NA
Tolima,San Luis,73861,GAS,2015,NA
Tolima,San Luis,73861,GAS,2016,NA
Tolima,San Luis,73861,GAS,2017,NA
Tolima,San Luis,73861,GAS,2018,NA
Tolima,San Luis,73861,GAS,2019,NA
Tolima,San Luis,73861,CRUDO,2012,NA
Tolima,San Luis,73861,CRUDO,2013,NA
Tolima,San Luis,73861,CRUDO,2014,NA
Tolima,San Luis,73861,CRUDO,2015,NA
Tolima,San Luis,73861,CRUDO,2016,NA
Tolima,San Luis,73861,CRUDO,2017,NA
Tolima,San Luis,73861,CRUDO,2018,NA
Tolima,San Luis,73861,CRUDO,2019,NA
Tolima,Venadillo,70124,CRUDO,2012,NA
Tolima,Venadillo,70124,CRUDO,2013,NA
Tolima,Venadillo,70124,CRUDO,2014,NA
Tolima,Venadillo,70124,CRUDO,2015,NA
Tolima,Venadillo,70124,CRUDO,2016,NA
Tolima,Venadillo,70124,CRUDO,2017,NA
Tolima,Venadillo,70124,CRUDO,2018,NA
Tolima,Venadillo,70124,CRUDO,2019,NA
Tolima,Venadillo,73861,GAS,2012,NA
Tolima,Venadillo,73861,GAS,2013,NA
Tolima,Venadillo,73861,GAS,2014,NA
Tolima,Venadillo,73861,GAS,2015,NA
Tolima,Venadillo,73861,GAS,2016,NA
Tolima,Venadillo,73861,GAS,2017,NA
Tolima,Venadillo,73861,GAS,2018,NA
Tolima,Venadillo,73861,GAS,2019,NA
Tolima,Venadillo,73861,CRUDO,2012,NA
Tolima,Venadillo,73861,CRUDO,2013,NA
Tolima,Venadillo,73861,CRUDO,2014,NA
Tolima,Venadillo,73861,CRUDO,2015,NA
Tolima,Venadillo,73861,CRUDO,2016,NA
Tolima,Venadillo,73861,CRUDO,2017,NA
Tolima,Venadillo,73861,CRUDO,2018,NA
Tolima,Venadillo,73861,CRUDO,2019,NA
Vichada,Santa Rosalía,99624,CRUDO,2012,56985
Vichada,Santa Rosalía,99624,CRUDO,2013,40263
Vichada,Santa Rosalía,99624,CRUDO,2014,47800
Vichada,Santa Rosalía,99624,CRUDO,2015,2269
Vichada,Santa Rosalía,99624,CRUDO,2016,NA
Vichada,Santa Rosalía,99624,CRUDO,2017,NA
Vichada,Santa Rosalía,99624,CRUDO,2018,NA
Vichada,Santa Rosalía,99624,CRUDO,2019,NA
NA,NA,NA,NA,2012,NA
NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,2014,NA
NA,NA,NA,NA,2015,NA
NA,NA,NA,NA,2016,NA
NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,2018,NA
NA,NA,NA,NA,2019,NA
NA,NA,NA,NA,2012,NA
NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,2014,NA
NA,NA,NA,NA,2015,NA
NA,NA,NA,NA,2016,NA
NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,2018,NA
NA,NA,NA,NA,2019,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2012,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2013,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2014,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2015,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2016,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2017,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2018,NA
2024* Informacion con corte al tercer trimestre de 2024,NA,NA,NA,2019,NA
